"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"13","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","39","Parameter 'coordinate' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"14","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","39","Parameter 'mac' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"15","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","39","Parameter 'signal' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"16","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","39","Public method and constructor comments are required","Documentation","CommentRequired"
"17","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","4","41","Useless parentheses.","Code Style","UselessParentheses"
"18","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","45","Parameter 'channel' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"19","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","45","Parameter 'mac' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"20","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","45","Parameter 'signal' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"21","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","45","Parameter 'ssid' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"22","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","45","Public method and constructor comments are required","Documentation","CommentRequired"
"23","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","52","Parameter 'mac' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"24","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","52","Parameter 'signal' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"25","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","52","Public method and constructor comments are required","Documentation","CommentRequired"
"26","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","71","Comment is too large: Line too long","Documentation","CommentSize"
"27","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/wifiSpot.java","3","95","Parameter 'wifi' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"1","","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/runAlgo2.java","3","14","All classes and interfaces must belong to a named package","Code Style","NoPackage"
"2","","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/runAlgo2.java","1","14","The class name 'runAlgo2' doesn't match '[A-Z][a-zA-Z0-9]+'","Code Style","ClassNamingConventions"
"3","","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/runAlgo2.java","3","19","Parameter 'args' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"4","","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/runAlgo2.java","3","20","Comment is too large: Line too long","Documentation","CommentSize"
"5","","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/runAlgo2.java","3","22","Comment is too large: Line too long","Documentation","CommentSize"
"6","","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/runAlgo2.java","3","23","Avoid variables with short names like db","Code Style","ShortVariable"
"7","","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/runAlgo2.java","3","23","Local variable 'db' could be declared final","Code Style","LocalVariableCouldBeFinal"
"8","","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/runAlgo2.java","3","25","Avoid variables with short names like lf","Code Style","ShortVariable"
"9","","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/runAlgo2.java","3","25","Local variable 'lf' could be declared final","Code Style","LocalVariableCouldBeFinal"
"10","","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/runAlgo2.java","3","26","Local variable 'coor' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","14","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","14","Header comments are required","Documentation","CommentRequired"
"3","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","16","Avoid variables with short names like f","Code Style","ShortVariable"
"4","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","16","Field comments are required","Documentation","CommentRequired"
"5","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","16","To avoid mistakes add a comment at the beginning of the f field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"6","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","16","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"7","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","17","Avoid variables with short names like db","Code Style","ShortVariable"
"8","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","17","Field comments are required","Documentation","CommentRequired"
"9","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","17","To avoid mistakes add a comment at the beginning of the db field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"10","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","17","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"11","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","18","Field comments are required","Documentation","CommentRequired"
"12","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","18","To avoid mistakes add a comment at the beginning of the dbs field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"13","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","18","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"14","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","19","Field comments are required","Documentation","CommentRequired"
"15","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","19","To avoid mistakes add a comment at the beginning of the arr field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"16","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","19","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"17","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","20","Field comments are required","Documentation","CommentRequired"
"18","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","20","To avoid mistakes add a comment at the beginning of the arr2 field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"19","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","20","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"20","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","23","Public method and constructor comments are required","Documentation","CommentRequired"
"21","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","29","Avoid variables with short names like f1","Code Style","ShortVariable"
"22","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","29","Local variable 'f1' could be declared final","Code Style","LocalVariableCouldBeFinal"
"23","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","36","Public method and constructor comments are required","Documentation","CommentRequired"
"24","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","41","Avoid variables with short names like f1","Code Style","ShortVariable"
"25","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","41","Local variable 'f1' could be declared final","Code Style","LocalVariableCouldBeFinal"
"26","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","45","Avoid variables with short names like f2","Code Style","ShortVariable"
"27","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","45","Local variable 'f2' could be declared final","Code Style","LocalVariableCouldBeFinal"
"28","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","52","Public method and constructor comments are required","Documentation","CommentRequired"
"29","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","57","Avoid variables with short names like f1","Code Style","ShortVariable"
"30","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","57","Local variable 'f1' could be declared final","Code Style","LocalVariableCouldBeFinal"
"31","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBStackTest.java","3","64","Public method and constructor comments are required","Documentation","CommentRequired"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","23","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","35","Local variable 'arrayWifi' could be declared final","Code Style","LocalVariableCouldBeFinal"
"3","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","36","Local variable 'arrayWifi2' could be declared final","Code Style","LocalVariableCouldBeFinal"
"4","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","37","Local variable 'wifi' could be declared final","Code Style","LocalVariableCouldBeFinal"
"5","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","38","Local variable 'wifi1' could be declared final","Code Style","LocalVariableCouldBeFinal"
"6","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","39","Local variable 'wifi2' could be declared final","Code Style","LocalVariableCouldBeFinal"
"7","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","46","Local variable 'date' could be declared final","Code Style","LocalVariableCouldBeFinal"
"8","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","47","Local variable 'earth' could be declared final","Code Style","LocalVariableCouldBeFinal"
"9","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","48","Avoid variables with short names like id","Code Style","ShortVariable"
"10","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","48","Local variable 'id' could be declared final","Code Style","LocalVariableCouldBeFinal"
"11","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","49","Local variable 'scan1' could be declared final","Code Style","LocalVariableCouldBeFinal"
"12","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","50","Local variable 'scan3' could be declared final","Code Style","LocalVariableCouldBeFinal"
"13","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","51","Avoid variables with short names like sc","Code Style","ShortVariable"
"14","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","51","Local variable 'sc' could be declared final","Code Style","LocalVariableCouldBeFinal"
"15","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","54","Avoid variables with short names like db","Code Style","ShortVariable"
"16","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","54","Local variable 'db' could be declared final","Code Style","LocalVariableCouldBeFinal"
"17","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","66","Local variable 'arrayWifi' could be declared final","Code Style","LocalVariableCouldBeFinal"
"18","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","67","Local variable 'arrayWifi2' could be declared final","Code Style","LocalVariableCouldBeFinal"
"19","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","68","Local variable 'wifi' could be declared final","Code Style","LocalVariableCouldBeFinal"
"20","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","69","Local variable 'wifi1' could be declared final","Code Style","LocalVariableCouldBeFinal"
"21","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","70","Local variable 'wifi2' could be declared final","Code Style","LocalVariableCouldBeFinal"
"22","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","77","Local variable 'date' could be declared final","Code Style","LocalVariableCouldBeFinal"
"23","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","78","Local variable 'earth' could be declared final","Code Style","LocalVariableCouldBeFinal"
"24","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","79","Avoid variables with short names like id","Code Style","ShortVariable"
"25","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","79","Local variable 'id' could be declared final","Code Style","LocalVariableCouldBeFinal"
"26","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","80","Local variable 'scan1' could be declared final","Code Style","LocalVariableCouldBeFinal"
"27","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","81","Local variable 'scan3' could be declared final","Code Style","LocalVariableCouldBeFinal"
"28","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","82","Avoid variables with short names like sc","Code Style","ShortVariable"
"29","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","82","Local variable 'sc' could be declared final","Code Style","LocalVariableCouldBeFinal"
"30","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","85","Avoid variables with short names like db","Code Style","ShortVariable"
"31","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","85","Local variable 'db' could be declared final","Code Style","LocalVariableCouldBeFinal"
"32","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/DBTest.java","3","87","Local variable 'flag' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/sqlTest.java","3","7","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/sqlTest.java","3","7","Header comments are required","Documentation","CommentRequired"
"3","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/sqlTest.java","1","7","The class name 'sqlTest' doesn't match '[A-Z][a-zA-Z0-9]+'","Code Style","ClassNamingConventions"
"4","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/sqlTest.java","3","10","Public method and constructor comments are required","Documentation","CommentRequired"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","9","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","9","Header comments are required","Documentation","CommentRequired"
"3","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","1","9","The class name 'testCoordinate' doesn't match '[A-Z][a-zA-Z0-9]+'","Code Style","ClassNamingConventions"
"4","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","11","Field comments are required","Documentation","CommentRequired"
"5","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","11","To avoid mistakes add a comment at the beginning of the coor field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"6","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","11","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"7","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","12","Field comments are required","Documentation","CommentRequired"
"8","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","12","To avoid mistakes add a comment at the beginning of the bigger field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"9","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","12","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"10","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","13","Field comments are required","Documentation","CommentRequired"
"11","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","13","To avoid mistakes add a comment at the beginning of the smaller field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"12","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","13","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"13","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","14","Field comments are required","Documentation","CommentRequired"
"14","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","14","To avoid mistakes add a comment at the beginning of the strange field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"15","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","14","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"16","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testCoordinate.java","3","16","Public method and constructor comments are required","Documentation","CommentRequired"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testDBStack.java","3","18","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testDBStack.java","1","18","The class name 'testDBStack' doesn't match '[A-Z][a-zA-Z0-9]+'","Code Style","ClassNamingConventions"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","13","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","13","Header comments are required","Documentation","CommentRequired"
"3","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","1","13","The class name 'testFilter' doesn't match '[A-Z][a-zA-Z0-9]+'","Code Style","ClassNamingConventions"
"4","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","14","Avoid variables with short names like f","Code Style","ShortVariable"
"5","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","14","Field comments are required","Documentation","CommentRequired"
"6","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","14","To avoid mistakes add a comment at the beginning of the f field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"7","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","14","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"8","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","15","Avoid variables with short names like f1","Code Style","ShortVariable"
"9","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","15","Field comments are required","Documentation","CommentRequired"
"10","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","15","To avoid mistakes add a comment at the beginning of the f1 field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"11","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","15","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"12","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","16","Avoid variables with short names like db","Code Style","ShortVariable"
"13","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","16","Field comments are required","Documentation","CommentRequired"
"14","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","16","To avoid mistakes add a comment at the beginning of the db field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"15","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","16","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"16","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","17","Field comments are required","Documentation","CommentRequired"
"17","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","17","To avoid mistakes add a comment at the beginning of the db1 field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"18","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","17","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"19","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","18","Field comments are required","Documentation","CommentRequired"
"20","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","18","To avoid mistakes add a comment at the beginning of the arr field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"21","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","18","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"22","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","21","Public method and constructor comments are required","Documentation","CommentRequired"
"23","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","26","Avoid variables with short names like f","Code Style","ShortVariable"
"24","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","26","Local variable 'f' could be declared final","Code Style","LocalVariableCouldBeFinal"
"25","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","31","Public method and constructor comments are required","Documentation","CommentRequired"
"26","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","36","Avoid variables with short names like f","Code Style","ShortVariable"
"27","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","36","Local variable 'f' could be declared final","Code Style","LocalVariableCouldBeFinal"
"28","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","41","Public method and constructor comments are required","Documentation","CommentRequired"
"29","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","48","Avoid variables with short names like f","Code Style","ShortVariable"
"30","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","48","Local variable 'f' could be declared final","Code Style","LocalVariableCouldBeFinal"
"31","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","53","Public method and constructor comments are required","Documentation","CommentRequired"
"32","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","60","Avoid variables with short names like f","Code Style","ShortVariable"
"33","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","60","Local variable 'f' could be declared final","Code Style","LocalVariableCouldBeFinal"
"34","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","65","Public method and constructor comments are required","Documentation","CommentRequired"
"35","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","69","Avoid variables with short names like f","Code Style","ShortVariable"
"36","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","69","Local variable 'f' could be declared final","Code Style","LocalVariableCouldBeFinal"
"37","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","74","Public method and constructor comments are required","Documentation","CommentRequired"
"38","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","78","Avoid variables with short names like f","Code Style","ShortVariable"
"39","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testFilter.java","3","78","Local variable 'f' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testKmlFile.java","3","13","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testKmlFile.java","3","13","Header comments are required","Documentation","CommentRequired"
"3","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testKmlFile.java","1","13","The class name 'testKmlFile' doesn't match '[A-Z][a-zA-Z0-9]+'","Code Style","ClassNamingConventions"
"4","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testKmlFile.java","3","16","Public method and constructor comments are required","Documentation","CommentRequired"
"5","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testKmlFile.java","3","17","Avoid variables with short names like db","Code Style","ShortVariable"
"6","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testKmlFile.java","3","17","Local variable 'db' could be declared final","Code Style","LocalVariableCouldBeFinal"
"7","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testKmlFile.java","3","18","Local variable 'ssl' could be declared final","Code Style","LocalVariableCouldBeFinal"
"8","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testKmlFile.java","3","19","Local variable 'KmlFile' could be declared final","Code Style","LocalVariableCouldBeFinal"
"9","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testKmlFile.java","1","19","Variables should start with a lowercase character, 'KmlFile' starts with uppercase character.","Code Style","VariableNamingConventions"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testRead.java","3","11","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testRead.java","3","11","Header comments are required","Documentation","CommentRequired"
